步骤0	当前分析栈:voidmain(){A}#	余留符号串：voidmain(){inta,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:#
步骤11	当前分析栈:UZ';BRA}#	余留符号串：a,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:#
步骤12	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：a,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:#
步骤13	当前分析栈:idU'Z';BRA}#	余留符号串：a,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤14	当前分析栈:U'Z';BRA}#	余留符号串：,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤15	当前分析栈:Z';BRA}#	余留符号串：,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤16	当前分析栈:,Z;BRA}#	余留符号串：,b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤17	当前分析栈:Z;BRA}#	余留符号串：b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤18	当前分析栈:UZ';BRA}#	余留符号串：b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤19	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:a#
步骤20	当前分析栈:idU'Z';BRA}#	余留符号串：b,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤21	当前分析栈:U'Z';BRA}#	余留符号串：,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤22	当前分析栈:Z';BRA}#	余留符号串：,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤23	当前分析栈:,Z;BRA}#	余留符号串：,c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤24	当前分析栈:Z;BRA}#	余留符号串：c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤25	当前分析栈:UZ';BRA}#	余留符号串：c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤26	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ba#
步骤27	当前分析栈:idU'Z';BRA}#	余留符号串：c;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤28	当前分析栈:U'Z';BRA}#	余留符号串：;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤29	当前分析栈:Z';BRA}#	余留符号串：;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤30	当前分析栈:;BRA}#	余留符号串：;a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤31	当前分析栈:BRA}#	余留符号串：a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤32	当前分析栈:RA}#	余留符号串：a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤33	当前分析栈:@ASS_Rid=L@EQ;A}#	余留符号串：a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤34	当前分析栈:id=L@EQ;A}#	余留符号串：a=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤35	当前分析栈:=L@EQ;A}#	余留符号串：=1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤36	当前分析栈:L@EQ;A}#	余留符号串：1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤37	当前分析栈:TL'@ADD_SUB@EQ;A}#	余留符号串：1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤38	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤39	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤40	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：1;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤41	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤42	当前分析栈:@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤43	当前分析栈:L'@ADD_SUB@EQ;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤44	当前分析栈:@ADD_SUB@EQ;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤45	当前分析栈:@EQ;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1acba#
步骤46	当前分析栈:;A}#	余留符号串：;b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤47	当前分析栈:A}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤48	当前分析栈:CA}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤49	当前分析栈:XBRA}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤50	当前分析栈:BRA}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤51	当前分析栈:RA}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤52	当前分析栈:@ASS_Rid=L@EQ;A}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤53	当前分析栈:id=L@EQ;A}#	余留符号串：b=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤54	当前分析栈:=L@EQ;A}#	余留符号串：=2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤55	当前分析栈:L@EQ;A}#	余留符号串：2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤56	当前分析栈:TL'@ADD_SUB@EQ;A}#	余留符号串：2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤57	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤58	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:bcba#
步骤59	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：2;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤60	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤61	当前分析栈:@DIV_MULL'@ADD_SUB@EQ;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤62	当前分析栈:L'@ADD_SUB@EQ;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤63	当前分析栈:@ADD_SUB@EQ;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤64	当前分析栈:@EQ;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:2bcba#
步骤65	当前分析栈:;A}#	余留符号串：;if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤66	当前分析栈:A}#	余留符号串：if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤67	当前分析栈:CA}#	余留符号串：if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤68	当前分析栈:XBRA}#	余留符号串：if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤69	当前分析栈:BRA}#	余留符号串：if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤70	当前分析栈:if(G)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：if(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤71	当前分析栈:(G)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：(a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤72	当前分析栈:G)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤73	当前分析栈:FDF@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤74	当前分析栈:@ASS_FidDF@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤75	当前分析栈:idDF@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：a>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤76	当前分析栈:DF@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤77	当前分析栈:@COMPARE_OP>F@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:acba#
步骤78	当前分析栈:>F@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：>b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:>acba#
步骤79	当前分析栈:F@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:>acba#
步骤80	当前分析栈:@ASS_Fid@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:>acba#
步骤81	当前分析栈:id@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：b){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:b>acba#
步骤82	当前分析栈:@COMPARE)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:b>acba#
步骤83	当前分析栈:)@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：){c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:T1cba#
步骤84	当前分析栈:@IF_FJ{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：{c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:T1cba#
步骤85	当前分析栈:{A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：{c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤86	当前分析栈:A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤87	当前分析栈:CA}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤88	当前分析栈:XBRA}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤89	当前分析栈:BRA}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤90	当前分析栈:RA}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤91	当前分析栈:@ASS_Rid=L@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤92	当前分析栈:id=L@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：c=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤93	当前分析栈:=L@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：=1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤94	当前分析栈:L@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤95	当前分析栈:TL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤96	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤97	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:ccba#
步骤98	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：1;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤99	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤100	当前分析栈:@DIV_MULL'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤101	当前分析栈:L'@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤102	当前分析栈:@ADD_SUB@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤103	当前分析栈:@EQ;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:1ccba#
步骤104	当前分析栈:;A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：;}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤105	当前分析栈:A}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤106	当前分析栈:}@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：}else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤107	当前分析栈:@IF_BACKPATCH_FJ@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤108	当前分析栈:@IF_RJelse{A}@IF_BACKPATCH_RJRA}#	余留符号串：else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤109	当前分析栈:else{A}@IF_BACKPATCH_RJRA}#	余留符号串：else{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤110	当前分析栈:{A}@IF_BACKPATCH_RJRA}#	余留符号串：{c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤111	当前分析栈:A}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤112	当前分析栈:CA}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤113	当前分析栈:XBRA}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤114	当前分析栈:BRA}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤115	当前分析栈:RA}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
步骤116	当前分析栈:@ASS_Rid=L@EQ;A}@IF_BACKPATCH_RJRA}#	余留符号串：c=0;}while(b>a){a=a+1;}for(inti=0;i<10;i++){printf(i);}scanf(c);}#	语义栈:cba#
